t1,t2,t3,t4,t5,t6,t7,t8,group,mass1,mass2
1,1,1,0,0,0,0,0,1,82.295,6772.4778
1,1,1,0,0,0,0,0,1,83.645,6996.5171
1,1,1,0,0,0,0,0,1,134.458,18078.8792
1,1,1,0,0,0,0,0,1,121.035,14649.4127
1,1,1,0,0,0,0,0,1,100.079,10015.7136
1,1,1,0,0,0,0,0,1,78.894,6224.281
1,1,1,0,0,0,0,0,1,140.682,19791.3396
1,1,1,0,0,0,0,0,1,107.704,11600.1486
1,1,1,0,0,0,0,0,1,139.646,19501.0184
1,1,1,0,0,0,0,0,1,90.55,8199.2365
1,1,1,0,0,0,0,0,1,134.029,17963.8242
1,1,1,0,0,0,0,0,1,126.904,16104.5202
1,1,1,0,0,0,0,0,1,150.813,22744.4904
1,1,1,0,0,0,0,0,1,67.201,4516.0355
1,1,1,0,0,0,0,0,1,127.803,16333.6104
1,1,1,0,0,0,0,0,1,116.707,13620.6103
1,1,1,0,0,0,0,0,1,111.371,12403.4613
1,1,1,0,0,0,0,0,1,81.332,6614.8929
1,1,1,0,0,0,0,0,1,119.654,14317.1253
1,1,1,0,0,0,0,0,1,97.964,9596.9386
1,1,1,0,0,0,0,0,1,121.467,14754.2888
1,1,1,0,0,0,0,0,1,104.68,10957.9782
1,1,1,0,0,0,0,0,1,117.954,13913.048
1,1,1,0,0,0,0,0,1,97.731,9551.3768
1,1,1,0,0,0,0,0,1,99.547,9909.5717
1,1,1,0,0,0,0,0,1,126.275,15945.2609
1,1,1,0,0,0,0,0,1,102.249,10454.9342
1,1,1,0,0,0,0,0,1,118.435,14026.8413
1,1,1,0,0,0,0,0,1,78.98,6237.912
1,1,0,1,1,1,1,0,1,153.377,23524.6084
1,1,0,1,1,1,0,0,1,152.186,23160.4723
1,1,0,1,1,1,0,0,1,120.27,14464.8255
1,1,0,1,1,0,1,0,1,130.167,16943.4894
1,1,0,1,1,0,0,0,1,92.518,8559.5636
1,1,0,1,0,0,0,0,1,143.059,20465.9783
1,1,0,1,0,0,0,0,1,144.236,20803.8976
1,1,0,1,0,0,0,0,1,95.591,9137.5505
1,1,0,1,0,0,0,0,1,102.142,10433.0182
1,1,0,1,0,0,0,0,1,126.637,16037.0121
1,1,0,1,0,0,0,0,1,113.163,12805.8322
1,1,0,1,0,0,0,0,1,119.28,14227.6456
1,1,0,1,0,0,0,0,1,108.349,11739.4869
1,1,0,0,1,0,0,0,1,118.238,13980.2397
1,1,0,0,1,0,0,0,1,123.652,15289.8986
1,1,0,0,1,0,0,0,1,83.903,7039.6629
1,1,0,0,0,0,0,0,1,74.102,5491.0437
1,1,0,0,0,0,0,0,1,115.992,13454.1624
1,1,0,0,0,0,0,0,1,127.918,16362.987
1,1,0,0,0,0,0,0,1,72.583,5268.296
1,1,0,0,0,0,0,0,1,118.921,14142.1061
1,1,0,0,0,0,0,0,1,110.339,12174.7731
1,1,0,0,0,0,0,0,1,117.452,13794.9816
1,1,0,0,0,0,0,0,1,139.04,19332.0401
1,1,0,0,0,0,0,0,1,112.188,12586.1988
1,1,0,0,0,0,0,0,1,117.525,13812.2069
1,1,0,0,0,0,0,0,1,97.391,9485.038
1,1,0,0,0,0,0,0,1,79.884,6381.3889
1,1,0,0,0,0,0,0,1,93.468,8736.2587
1,1,0,0,0,0,0,0,1,114.901,13202.3445
1,1,0,0,0,0,0,0,1,129.233,16701.2669
1,1,0,0,0,0,0,0,1,140.537,19750.7795
1,1,0,0,0,0,0,0,1,66.982,4486.5272
1,1,0,0,0,0,0,0,1,130.317,16982.6287
1,1,0,0,0,0,0,0,1,145.334,21121.8463
1,1,0,0,0,0,0,0,1,98.935,9788.1655
1,1,0,0,0,0,0,0,1,122.973,15122.4543
1,1,0,0,0,0,0,0,1,88.526,7836.922
1,1,0,0,0,0,0,0,1,112.265,12603.374
1,1,0,0,0,0,0,0,1,114.195,13040.5412
1,1,0,0,0,0,0,0,1,93.997,8835.4305
1,1,0,0,0,0,0,0,1,132.549,17569.3582
1,1,0,0,0,0,0,0,1,113.403,12860.1277
1,1,0,0,0,0,0,0,1,81.805,6692.0136
1,1,0,0,0,0,0,0,1,125.664,15791.451
1,1,0,0,0,0,0,0,1,121.174,14683.1957
1,1,0,0,0,0,0,0,1,60.127,3615.2932
1,1,0,0,0,0,0,0,1,101.145,10230.2682
1,1,0,0,0,0,0,0,1,83.285,6936.3392
1,1,0,0,0,0,0,0,1,143.231,20515.1741
1,1,0,0,0,0,0,0,1,113.686,12924.5466
1,1,0,0,0,0,0,0,1,74.771,5590.7494
1,1,0,0,0,0,0,0,1,120.673,14561.9179
1,1,0,0,0,0,0,0,1,115.791,13407.6185
1,1,0,0,0,0,0,0,1,69.735,4862.9403
1,1,0,0,0,0,0,0,1,171.086,29270.5151
1,1,0,0,0,0,0,0,1,88.173,7774.4434
1,1,0,0,0,0,0,0,1,102.177,10440.2321
1,1,0,0,0,0,0,0,1,94.874,9001.0845
1,1,0,0,0,0,0,0,1,122.864,15095.4794
1,1,0,0,0,0,0,0,1,85.463,7303.957
1,1,0,0,0,0,0,0,1,151.131,22840.5012
1,1,0,0,0,0,0,0,1,138.51,19184.9405
1,1,0,0,0,0,0,0,1,100.085,10017.0158
1,1,0,0,0,0,0,0,1,117.206,13737.3453
1,1,0,0,0,0,0,0,1,50.355,2535.651
1,1,0,0,0,0,0,0,1,112.01,12546.3094
1,1,0,0,0,0,0,0,1,142.513,20309.9452
1,1,0,0,0,0,0,0,1,99.115,9823.8207
1,1,0,0,0,0,0,0,1,134.932,18206.5275
1,1,0,0,0,0,0,0,1,106.344,11308.9621
1,1,0,0,0,0,0,0,1,89.432,7998.1071
1,1,0,0,0,0,0,0,1,83.063,6899.3798
1,1,0,0,0,0,0,0,1,92.968,8643.0469
1,1,0,0,0,0,0,0,1,117.356,13772.461
1,1,0,0,0,0,0,0,1,116.111,13481.7996
1,1,0,0,0,0,0,0,1,84.248,7097.7301
1,1,0,0,0,0,0,0,1,127.353,16218.7656
1,1,0,0,0,0,0,0,1,119.067,14176.8566
1,1,0,0,0,0,0,0,1,77.233,5964.8774
1,1,0,0,0,0,0,0,1,123.529,15259.5234
1,1,0,0,0,0,0,0,1,112.383,12630.0457
1,1,0,0,0,0,0,0,1,127.171,16172.5335
1,1,0,0,0,0,0,0,1,104.81,10985.0709
1,1,0,0,0,0,0,0,1,113.873,12967.1074
1,1,0,0,0,0,0,0,1,121.018,14645.365
1,1,0,0,0,0,0,0,1,108.357,11741.3083
1,1,0,0,0,0,0,0,1,66.381,4406.4484
1,1,0,0,0,0,0,0,1,152.062,23122.7801
1,1,0,0,0,0,0,0,1,116.176,13496.8994
1,1,0,0,0,0,0,0,1,112.42,12638.1708
1,1,0,0,0,0,0,0,1,114.059,13009.3935
1,1,0,0,0,0,0,0,1,120.785,14589.062
1,1,0,0,0,0,0,0,1,120.297,14471.3126
1,1,0,0,0,0,0,0,1,152.312,23198.874
1,1,0,0,0,0,0,0,1,147.264,21686.5671
1,1,0,0,0,0,0,0,1,149.689,22406.8039
1,1,0,0,0,0,0,0,1,101.111,10223.4703
1,1,0,0,0,0,0,0,1,112.853,12735.7202
1,1,0,0,0,0,0,0,1,105.486,11127.2053
1,1,0,0,0,0,0,0,1,115.194,13269.7564
1,1,0,0,0,0,0,0,1,107.473,11550.4213
1,1,0,0,0,0,0,0,1,150.365,22609.6964
1,1,0,0,0,0,0,0,1,115.78,13404.9934
1,1,0,0,0,0,0,0,1,93.816,8801.453
1,1,0,0,0,0,0,0,1,71.519,5114.9061
1,1,0,0,0,0,0,0,1,90.816,8247.5052
1,1,0,0,0,0,0,0,1,156.933,24627.965
1,0,1,1,1,1,0,0,1,133.041,17699.939
1,0,1,1,1,1,0,0,1,102.389,10483.5057
1,0,1,1,1,1,0,0,1,157.466,24795.4954
1,0,1,1,1,0,0,0,1,75.181,5652.1297
1,0,1,1,1,0,0,0,1,126.692,16050.984
1,0,1,1,1,0,0,0,1,134.81,18173.7013
1,0,1,1,1,0,0,0,1,145.57,21190.5537
1,0,1,1,1,0,0,0,1,101.9,10383.6458
1,0,1,1,1,0,0,0,1,91.479,8368.4234
1,0,1,1,0,1,1,1,1,88.438,7821.3202
1,0,1,1,0,0,0,0,1,95.404,9101.9533
1,0,1,1,0,0,0,0,1,129.689,16819.3591
1,0,1,1,0,0,0,0,1,65.741,4321.9335
1,0,1,1,0,0,0,0,1,137.392,18876.5847
1,0,1,1,0,0,0,0,1,118.514,14045.4938
1,0,1,1,0,0,0,0,1,79.4,6304.3439
1,0,1,1,0,0,0,0,1,96.663,9343.654
1,0,1,1,0,0,0,0,1,97.543,9514.6307
1,0,1,1,0,0,0,0,1,101.894,10382.2958
1,0,1,1,0,0,0,0,1,136.682,18681.9989
1,0,1,0,0,0,0,0,1,124.299,15450.1979
1,0,1,0,0,0,0,0,1,106.538,11350.2582
1,0,1,0,0,0,0,0,1,94.722,8972.3127
1,0,1,0,0,0,0,0,1,131.368,17257.5861
1,0,1,0,0,0,0,0,1,140.132,19637.0055
1,0,1,0,0,0,0,0,1,131.589,17315.7674
1,0,1,0,0,0,0,0,1,121.586,14783.0492
1,0,1,0,0,0,0,0,1,131.869,17389.5187
1,0,1,0,0,0,0,0,1,133.413,17798.9096
1,0,1,0,0,0,0,0,1,87.772,7703.8617
1,0,1,0,0,0,0,0,1,144.621,20915.2806
1,0,1,0,0,0,0,0,1,106.551,11353.1391
1,0,1,0,0,0,0,0,1,118.81,14115.8994
1,0,1,0,0,0,0,0,1,99.404,9881.113
1,0,1,0,0,0,0,0,1,91.15,8308.3998
1,0,1,0,0,0,0,0,1,152.185,23160.2195
1,0,1,0,0,0,0,0,1,126.003,15876.8174
1,0,1,0,0,0,0,0,1,97.729,9550.8914
1,0,1,0,0,0,0,0,1,138.601,19210.2413
1,0,1,0,0,0,0,0,1,87.874,7721.812
1,0,1,0,0,0,0,0,1,81.5,6642.1823
1,0,1,0,0,0,0,0,1,88.033,7749.8905
1,0,1,0,0,0,0,0,1,109.842,12065.2817
1,0,1,0,0,0,0,0,1,102.505,10507.2868
1,0,0,1,1,1,0,0,1,120.108,14425.9504
1,0,0,1,1,0,0,0,1,105.878,11210.22
1,0,0,1,0,1,0,0,1,135.619,18392.4962
1,0,0,1,0,0,0,0,1,134.7,18144.091
1,0,0,0,1,0,0,0,1,137.977,19037.7023
1,0,0,0,0,0,0,0,1,87.492,7654.9219
1,0,0,0,0,0,0,0,1,124.424,15481.2766
1,0,0,0,0,0,0,0,1,105.851,11204.4944
1,0,0,0,0,0,0,0,1,142.389,20274.6547
1,0,0,0,0,0,0,0,1,88.858,7895.6779
1,0,0,0,0,0,0,0,1,113.721,12932.4863
1,0,0,0,0,0,0,0,1,136.866,18732.4203
1,0,0,0,0,0,0,0,1,118.984,14157.0875
1,0,0,0,0,0,0,0,1,154.951,24009.7471
1,0,0,0,0,0,0,0,1,97.87,9578.5679
1,0,0,0,0,0,0,0,1,110.402,12188.6054
1,0,0,0,0,0,0,0,1,113.537,12890.5837
1,0,0,0,0,0,0,0,1,107.909,11644.3682
1,0,0,0,0,0,0,0,1,84.454,7132.4595
1,0,0,0,0,0,0,0,1,118.429,14025.5235
1,0,0,0,0,0,0,0,1,147.67,21806.4272
1,0,0,0,0,0,0,0,1,149.759,22427.7604
1,0,0,0,0,0,0,0,1,125.618,15779.7676
1,0,0,0,0,0,0,0,1,123.035,15137.64
1,0,0,0,0,0,0,0,1,98.213,9645.868
1,0,0,0,0,0,0,0,1,81.836,6697.0615
1,0,0,0,0,0,0,0,1,101.769,10357.0185
1,0,0,0,0,0,0,0,1,82.953,6881.1371
1,0,0,0,0,0,0,0,1,128.123,16415.4612
1,0,0,0,0,0,0,0,1,144.435,20861.4933
1,0,0,0,0,0,0,0,1,97.151,9438.2886
1,0,0,0,0,0,0,0,1,64.319,4136.9206
1,0,0,0,0,0,0,0,1,75.159,5648.8977
1,0,0,0,0,0,0,0,1,108.687,11812.9463
1,0,0,0,0,0,0,0,1,111.379,12405.234
1,0,0,0,0,0,0,0,1,101.752,10353.5483
1,0,0,0,0,0,0,0,1,84.827,7195.604
1,0,0,0,0,0,0,0,1,127.548,16268.5513
1,0,0,0,0,0,0,0,1,171.819,29521.7607
1,0,0,0,0,0,0,0,1,95.565,9132.6182
1,0,0,0,0,0,0,0,1,99.192,9839.0659
1,0,0,0,0,0,0,0,1,78.71,6195.308
1,0,0,0,0,0,0,0,1,107.258,11504.3118
1,0,0,0,0,0,0,0,1,147.737,21826.2396
1,0,0,0,0,0,0,0,1,95.85,9187.1998
1,0,0,0,0,0,0,0,1,123.565,15268.3179
1,0,0,0,0,0,0,0,1,117.738,13862.3119
1,0,0,0,0,0,0,0,1,78.312,6132.8132
1,0,0,0,0,0,0,0,1,119.854,14364.874
1,0,0,0,0,0,0,0,1,122.382,14977.4409
1,0,0,0,0,0,0,0,1,109.945,12087.9015
1,0,0,0,0,0,0,0,1,111.696,12475.9293
1,0,0,0,0,0,0,0,1,85.408,7294.6034
1,0,0,0,0,0,0,0,1,125.23,15682.6364
1,0,0,0,0,0,0,0,1,109.406,11969.6005
1,0,0,0,0,0,0,0,1,122.117,14912.5267
1,0,0,0,0,0,0,0,1,98.212,9645.6027
1,0,0,0,0,0,0,0,1,76.281,5818.8289
1,0,0,0,0,0,0,0,1,104.018,10819.6559
1,0,0,0,0,0,0,0,1,107.219,11495.9391
1,0,0,0,0,0,0,0,1,94.131,8860.7298
1,0,0,0,0,0,0,0,1,107.338,11521.3915
1,0,0,0,0,0,0,0,1,123.806,15327.8674
1,0,0,0,0,0,0,0,1,141.141,19920.8061
1,0,0,0,0,0,0,0,1,113.499,12882.0091
1,0,0,0,0,0,0,0,1,78.19,6113.7259
1,0,0,0,0,0,0,0,1,153.349,23515.8665
1,0,0,0,0,0,0,0,1,115.763,13400.9865
1,0,0,0,0,0,0,0,1,126.766,16069.7407
1,0,0,0,0,0,0,0,1,115.462,13331.4841
1,0,0,0,0,0,0,0,1,83.909,7040.6965
1,0,0,0,0,0,0,0,1,122.738,15064.5653
1,0,0,0,0,0,0,0,1,129.393,16742.587
1,0,0,0,0,0,0,0,1,85.682,7341.3403
1,0,0,0,0,0,0,0,1,112.351,12622.7736
1,0,0,0,0,0,0,0,1,121.528,14769.0004
1,0,0,0,0,0,0,0,1,129.95,16886.9551
1,0,0,0,0,0,0,0,1,117.723,13858.7111
1,0,0,0,0,0,0,0,1,150.144,22543.2259
1,0,0,0,0,0,0,0,1,74.801,5595.2376
1,0,0,0,0,0,0,0,1,100.726,10145.752
1,0,0,0,0,0,0,0,1,121.279,14708.6468
1,0,0,0,0,0,0,0,1,85.834,7367.5189
1,0,0,0,0,0,0,0,1,109.298,11946.1513
1,0,0,0,0,0,0,0,1,106.311,11302.1149
1,0,0,0,0,0,0,0,1,125.695,15799.2948
1,0,0,0,0,0,0,0,1,109.456,11980.6169
1,0,0,0,0,0,0,0,1,82.774,6851.5257
1,0,0,0,0,0,0,0,1,122.359,14971.7569
1,0,0,0,0,0,0,0,1,98.281,9659.0926
1,0,0,0,0,0,0,0,1,96.357,9284.5852
1,0,0,0,0,0,0,0,1,86.241,7437.5307
1,0,0,0,0,0,0,0,1,118.118,13951.8084
1,0,0,0,0,0,0,0,1,123.288,15199.9995
1,0,0,0,0,0,0,0,1,107.705,11600.328
1,0,0,0,0,0,0,0,1,145.771,21249.2837
1,0,0,0,0,0,0,0,1,124.494,15498.6357
1,0,0,0,0,0,0,0,1,95.739,9165.9833
1,0,0,0,0,0,0,0,1,101.589,10320.4193
1,0,0,0,0,0,0,0,1,89.391,7990.8385
1,0,0,0,0,0,0,0,1,108.296,11728.0662
1,0,0,0,0,0,0,0,1,113.07,12784.8675
1,0,0,0,0,0,0,0,1,109.804,12056.8173
1,0,0,0,0,0,0,0,1,133.287,17765.3205
1,0,0,0,0,0,0,0,1,104.54,10928.5124
1,0,0,0,0,0,0,0,1,135.563,18377.3444
1,0,0,0,0,0,0,0,1,102.431,10492.1617
1,0,0,0,0,0,0,0,1,103.534,10719.3578
1,0,0,0,0,0,0,0,1,104.643,10950.0777
1,0,0,0,0,0,0,0,1,104.626,10946.675
1,0,0,0,0,0,0,0,1,82.854,6864.7671
1,0,0,0,0,0,0,0,1,61.391,3768.8506
1,0,0,0,0,0,0,0,1,124.383,15471.1236
1,0,0,0,0,0,0,0,1,111.885,12518.3133
1,0,0,0,0,0,0,0,1,92.732,8599.2242
1,0,0,0,0,0,0,0,1,139.671,19508.0218
1,0,0,0,0,0,0,0,1,125.285,15696.3769
1,0,0,0,0,0,0,0,1,119.622,14309.4996
1,0,0,0,0,0,0,0,1,88.965,7914.8047
1,0,0,0,0,0,0,0,1,105.421,11113.608
1,0,0,0,0,0,0,0,1,92.903,8631.0435
1,0,0,0,0,0,0,0,1,180.341,32522.8119
1,0,0,0,0,0,0,0,1,101.055,10212.1057
1,0,0,0,0,0,0,0,1,137.856,19004.2855
1,0,0,0,0,0,0,0,1,99.662,9932.596
1,0,0,0,0,0,0,0,1,101.747,10352.4089
1,0,0,0,0,0,0,0,1,106.599,11363.3307
1,0,0,0,0,0,0,0,1,133.025,17695.5484
1,0,0,0,0,0,0,0,1,117.982,13919.7159
1,0,0,0,0,0,0,0,1,161.471,26072.9105
1,0,0,0,0,0,0,0,1,133.598,17848.4442
1,0,0,0,0,0,0,0,1,88.57,7844.6663
1,0,0,0,0,0,0,0,1,117.245,13746.3552
1,0,0,0,0,0,0,0,1,91.73,8414.4558
1,0,0,0,0,0,0,0,1,130.863,17125.0257
1,0,0,0,0,0,0,0,1,93.583,8757.8303
1,0,0,0,0,0,0,0,1,80.515,6482.704
1,0,0,0,0,0,0,0,1,118.342,14004.9127
1,0,0,0,0,0,0,0,1,142.361,20266.6624
1,0,0,0,0,0,0,0,1,68.859,4741.6149
1,0,0,0,0,0,0,0,1,121.901,14859.9374
1,0,0,0,0,0,0,0,1,76.942,5920.0296
1,0,0,0,0,0,0,0,1,131.302,17240.2948
1,0,0,0,0,0,0,0,1,126.514,16005.6712
1,0,0,0,0,0,0,0,1,102.994,10607.731
1,0,0,0,0,0,0,0,1,84.465,7134.2613
1,0,0,0,0,0,0,0,1,157.87,24922.9053
1,0,0,0,0,0,0,0,1,75.632,5720.1428
1,0,0,0,0,0,0,0,1,136.001,18496.364
1,0,0,0,0,0,0,0,1,135.407,18334.9222
1,0,0,0,0,0,0,0,1,74.373,5531.3667
1,0,0,0,0,0,0,0,1,158.736,25196.9741
1,0,0,0,0,0,0,0,1,54.884,3012.2632
1,0,0,0,0,0,0,0,1,141.341,19977.2231
1,0,0,0,0,0,0,0,1,113.65,12916.294
1,0,0,0,0,0,0,0,1,125.053,15638.2886
1,0,0,0,0,0,0,0,1,99.226,9845.8915
1,0,0,0,0,0,0,0,1,141.355,19981.2315
1,0,0,0,0,0,0,0,1,110.584,12228.8042
1,0,0,0,0,0,0,0,1,123.29,15200.4886
1,0,0,0,0,0,0,0,1,95.954,9207.1167
1,0,0,0,0,0,0,0,1,57.675,3326.4298
1,0,0,0,0,0,0,0,1,128.323,16466.8363
1,0,0,0,0,0,0,0,1,118.307,13996.6079
1,0,0,0,0,0,0,0,1,132.829,17643.5797
1,0,0,0,0,0,0,0,1,98.64,9729.8886
1,0,0,0,0,0,0,0,1,140.286,19680.1511
1,0,0,0,0,0,0,0,1,68.967,4756.4621
1,0,0,0,0,0,0,0,1,78.129,6104.0964
1,0,0,0,0,0,0,0,1,107.404,11535.7078
1,0,0,0,0,0,0,0,1,95.265,9075.4005
1,0,0,0,0,0,0,0,1,122.171,14925.7436
1,0,0,0,0,0,0,0,1,112.855,12736.2384
1,0,0,0,0,0,0,0,1,121.152,14677.8768
1,0,0,0,0,0,0,0,1,67.206,4516.6168
1,0,0,0,0,0,0,0,1,116.611,13598.0225
1,0,0,0,0,0,0,0,1,122.51,15008.8224
1,0,0,0,0,0,0,0,1,122.316,14961.1868
1,0,0,0,0,0,0,0,1,134.594,18115.4902
1,0,0,0,0,0,0,0,1,125.21,15677.6564
1,0,0,0,0,0,0,0,1,84.692,7172.7712
1,0,0,0,0,0,0,0,1,47.368,2243.7189
1,0,0,0,0,0,0,0,1,107.619,11581.7643
1,0,0,0,0,0,0,0,1,111.619,12458.7234
1,0,0,0,0,0,0,0,1,123.179,15173.0433
1,0,0,0,0,0,0,0,1,87.041,7576.0787
1,0,0,0,0,0,0,0,1,111.456,12422.4187
1,0,0,0,0,0,0,0,1,57.498,3306.0439
1,0,0,0,0,0,0,0,1,125.899,15850.6136
1,0,0,0,0,0,0,0,1,80.442,6470.902
1,0,0,0,0,0,0,0,1,136.253,18564.954
1,0,0,0,0,0,0,0,1,131.816,17375.4522
1,0,0,0,0,0,0,0,1,96.547,9321.2483
1,0,0,0,0,0,0,0,1,105.689,11170.1252
1,0,0,0,0,0,0,0,1,97.353,9477.6834
1,0,0,0,0,0,0,0,1,109.61,12014.4171
1,0,0,0,0,0,0,0,1,109.992,12098.2932
1,0,0,0,0,0,0,0,1,120.034,14408.1053
1,0,0,0,0,0,0,0,1,105.769,11187.0489
1,0,0,0,0,0,0,0,1,102.693,10545.8278
1,0,0,0,0,0,0,0,1,98.791,9759.7565
1,0,0,0,0,0,0,0,1,52.737,2781.1962
1,0,0,0,0,0,0,0,1,121.107,14666.8535
1,0,0,0,0,0,0,0,1,114.731,13163.1218
1,0,0,0,0,0,0,0,1,131.805,17372.5568
1,0,0,0,0,0,0,0,1,70.825,5016.1193
1,0,0,0,0,0,0,0,1,93.789,8796.3028
1,0,0,0,0,0,0,0,1,109.593,12010.6375
1,0,0,0,0,0,0,0,1,130.2,16952.0313
1,0,0,0,0,0,0,0,1,87.34,7628.1956
1,0,0,0,0,0,0,0,1,115.69,13384.2444
1,0,0,0,0,0,0,0,1,136.227,18557.7718
1,0,0,0,0,0,0,0,1,130.909,17137.2401
1,0,0,0,0,0,0,0,1,110.481,12205.9532
1,0,0,0,0,0,0,0,1,175.828,30915.5701
1,0,0,0,0,0,0,0,1,122.877,15098.6852
1,0,0,0,0,0,0,0,1,119.991,14397.7412
1,0,0,0,0,0,0,0,1,76.411,5838.6207
1,0,0,0,0,0,0,0,1,68.925,4750.6397
1,0,0,0,0,0,0,0,1,148.139,21945.2993
1,0,0,0,0,0,0,0,1,124.418,15479.7704
1,0,0,0,0,0,0,0,1,73.936,5466.5187
1,0,0,0,0,0,0,0,1,118.373,14012.1561
1,0,0,0,0,0,0,0,1,132.205,17478.2649
1,0,0,0,0,0,0,0,1,154.322,23815.3168
1,0,0,0,0,0,0,0,1,142.952,20435.1754
1,0,0,0,0,0,0,0,1,114.804,13179.9324
1,0,0,0,0,0,0,0,1,93.38,8719.8603
1,0,0,0,0,0,0,0,1,121.098,14664.6601
1,0,0,0,0,0,0,0,1,83.243,6929.3209
1,0,0,0,0,0,0,0,1,72.185,5210.6182
1,0,0,0,0,0,0,0,1,119.555,14293.4065
1,0,0,0,0,0,0,0,1,103.669,10747.3177
1,0,0,0,0,0,0,0,1,146.985,21604.722
1,0,0,0,0,0,0,0,1,74.416,5537.7664
1,0,0,0,0,0,0,0,1,87.162,7597.2994
1,0,0,0,0,0,0,0,1,117.256,13749.0826
1,0,0,0,0,0,0,0,1,119.956,14389.4678
1,0,0,0,0,0,0,0,1,117.203,13736.4932
1,0,0,0,0,0,0,0,1,127.682,16302.8184
1,0,0,0,0,0,0,0,1,108.286,11725.9119
1,0,0,0,0,0,0,0,1,56.083,3145.2978
1,0,0,0,0,0,0,0,1,137.312,18854.6082
1,0,0,0,0,0,0,0,1,132.94,17673.0358
1,0,0,0,0,0,0,0,1,130.662,17072.4486
1,0,0,0,0,0,0,0,1,101.013,10203.5834
1,0,0,0,0,0,0,0,1,84.504,7140.8521
1,0,0,0,0,0,0,0,1,162.488,26402.4597
1,0,0,0,0,0,0,0,1,129.317,16722.8675
1,0,0,0,0,0,0,0,1,77.488,6004.4453
1,0,0,0,0,0,0,0,1,88.311,7798.9136
1,0,0,0,0,0,0,0,1,162.188,26304.8027
1,0,0,0,0,0,0,0,1,126.1,15901.1222
1,0,0,0,0,0,0,0,1,101.733,10349.5402
1,0,0,0,0,0,0,0,1,111.185,12361.9931
1,0,0,0,0,0,0,0,1,114.756,13168.8486
1,0,0,0,0,0,0,0,1,119.037,14169.7007
1,0,0,0,0,0,0,0,1,117.338,13768.2577
1,0,0,0,0,0,0,0,1,87.232,7609.4403
1,0,0,0,0,0,0,0,1,99.216,9843.7947
1,0,0,0,0,0,0,0,1,103.481,10708.2814
1,0,0,0,0,0,0,0,1,77.859,6062.0616
1,0,0,0,0,0,0,0,1,96.083,9231.8853
1,0,0,0,0,0,0,0,1,115.774,13403.5724
1,0,0,0,0,0,0,0,1,172.721,29832.3991
1,0,0,0,0,0,0,0,1,128.729,16571.249
1,0,0,0,0,0,0,0,1,109.801,12056.2309
